C0000100,C0000200,C0005300,C0005400,C0005700,C0005800,C0007000,first_observed_age,last_observed_age,n_observed_age_years,n_observed_age_years_15_25,any_observed_age_ge_25,observed_age_year_count_15_25,observed_survey_years_15_25,violence_positive_age_year_count_15_25,violence_first_event_age_15_25,violence_second_event_age_15_25,violence_last_event_age_15_25,violence_positive_survey_years_15_25,eligible_observed_through_age_25,persistent_violence_contact_age15_25,predictor_cutoff_age,predictor_cutoff_year
878801,8788.0,3.0,1.0,1982.0,,,,,,,,,,0,,,,,False,,15,1997.0
878802,8788.0,3.0,2.0,1987.0,,,,,,,,,,0,,,,,False,,15,2002.0
878803,8788.0,3.0,2.0,1988.0,,,,,,,,,,0,,,,,False,,15,2003.0
879401,8794.0,2.0,1.0,1978.0,,,10.0,34.0,8.0,3.0,True,3.0,1994;2000;2002,0,,,,,True,0.0,15,1993.0
879402,8794.0,2.0,2.0,1981.0,,,15.0,29.0,8.0,6.0,True,6.0,1996;1998;2000;2002;2004;2006,0,,,,,True,0.0,15,1996.0
879403,8794.0,2.0,1.0,1989.0,,,15.0,23.0,5.0,5.0,False,5.0,2004;2006;2008;2010;2012,0,,,,,False,,15,2004.0
879404,8794.0,2.0,2.0,1993.0,,,15.0,19.0,3.0,3.0,False,3.0,2008;2010;2012,0,,,,,False,,15,2008.0
879501,8795.0,3.0,1.0,1977.0,,,11.0,11.0,1.0,0.0,False,,,0,,,,,False,,15,1992.0
879502,8795.0,3.0,1.0,1982.0,,,,,,,,,,0,,,,,False,,15,1997.0
879701,8797.0,3.0,2.0,1984.0,,,,,,,,,,0,,,,,False,,15,1999.0
879801,8798.0,3.0,1.0,1981.0,,,,,,,,,,0,,,,,False,,15,1996.0
879802,8798.0,3.0,2.0,1982.0,,,,,,,,,,0,,,,,False,,15,1997.0
879901,8799.0,3.0,1.0,1988.0,,,,,,,,,,0,,,,,False,,15,2003.0
879902,8799.0,3.0,2.0,1990.0,,,,,,,,,,0,,,,,False,,15,2005.0
880001,8800.0,3.0,2.0,1974.0,,,14.0,14.0,1.0,0.0,False,,,0,,,,,False,,15,1989.0
880002,8800.0,3.0,1.0,1978.0,,,10.0,10.0,1.0,0.0,False,,,0,,,,,False,,15,1993.0
880101,8801.0,3.0,2.0,1978.0,,,10.0,10.0,1.0,0.0,False,,,0,,,,,False,,15,1993.0
880102,8801.0,3.0,1.0,1982.0,,,,,,,,,,0,,,,,False,,15,1997.0
880103,8801.0,3.0,1.0,1983.0,,,,,,,,,,0,,,,,False,,15,1998.0
880201,8802.0,3.0,1.0,1978.0,,,,,,,,,,0,,,,,False,,15,1993.0
880202,8802.0,3.0,1.0,1982.0,,,,,,,,,,0,,,,,False,,15,1997.0
880203,8802.0,3.0,2.0,1984.0,,,,,,,,,,0,,,,,False,,15,1999.0
881501,8815.0,1.0,2.0,1996.0,,,,,,,,,,0,,,,,False,,15,2011.0
881502,8815.0,1.0,2.0,1997.0,,,,,,,,,,0,,,,,False,,15,2012.0
881601,8816.0,3.0,2.0,1980.0,,,,,,,,,,0,,,,,False,,15,1995.0
881602,8816.0,3.0,2.0,1982.0,,,,,,,,,,0,,,,,False,,15,1997.0
881801,8818.0,2.0,2.0,1981.0,,,15.0,29.0,6.0,4.0,True,4.0,1996;1998;2004;2006,0,,,,,True,0.0,15,1996.0
881802,8818.0,2.0,1.0,1983.0,,,15.0,29.0,5.0,3.0,True,3.0,1998;2006;2008,0,,,,,True,0.0,15,1998.0
882101,8821.0,3.0,2.0,1984.0,,,,,,,,,,0,,,,,False,,15,1999.0
882102,8821.0,3.0,1.0,1986.0,,,,,,,,,,0,,,,,False,,15,2001.0
882501,8825.0,3.0,2.0,1984.0,,,,,,,,,,0,,,,,False,,15,1999.0
882502,8825.0,3.0,1.0,1988.0,,,,,,,,,,0,,,,,False,,15,2003.0
882601,8826.0,3.0,1.0,1984.0,,,,,,,,,,0,,,,,False,,15,1999.0
882602,8826.0,3.0,2.0,1987.0,,,,,,,,,,0,,,,,False,,15,2002.0
882801,8828.0,3.0,1.0,1982.0,,,,,,,,,,0,,,,,False,,15,1997.0
882802,8828.0,3.0,1.0,1984.0,,,,,,,,,,0,,,,,False,,15,1999.0
882803,8828.0,3.0,1.0,1986.0,,,,,,,,,,0,,,,,False,,15,2001.0
882804,8828.0,3.0,1.0,1988.0,,,,,,,,,,0,,,,,False,,15,2003.0
883001,8830.0,3.0,1.0,1984.0,,,,,,,,,,0,,,,,False,,15,1999.0
883002,8830.0,3.0,1.0,1986.0,,,,,,,,,,0,,,,,False,,15,2001.0
883003,8830.0,3.0,2.0,1988.0,,,,,,,,,,0,,,,,False,,15,2003.0
883301,8833.0,3.0,2.0,1986.0,,,,,,,,,,0,,,,,False,,15,2001.0
883302,8833.0,3.0,1.0,1987.0,,,,,,,,,,0,,,,,False,,15,2002.0
883901,8839.0,3.0,2.0,1977.0,,,11.0,11.0,1.0,0.0,False,,,0,,,,,False,,15,1992.0
884001,8840.0,2.0,1.0,1978.0,,,12.0,34.0,6.0,4.0,True,4.0,1994;1996;1998;2000,1,16.0,,16.0,1994,True,0.0,15,1993.0
884002,8840.0,2.0,2.0,1980.0,,,10.0,30.0,8.0,4.0,True,4.0,1996;1998;2000;2004,0,,,,,True,0.0,15,1995.0
884003,8840.0,2.0,2.0,1982.0,,,22.0,28.0,4.0,2.0,True,2.0,2004;2006,0,,,,,True,0.0,15,1997.0
884501,8845.0,3.0,2.0,1980.0,,,,,,,,,,0,,,,,False,,15,1995.0
884502,8845.0,3.0,2.0,1984.0,,,,,,,,,,0,,,,,False,,15,1999.0
884503,8845.0,3.0,1.0,1988.0,,,,,,,,,,0,,,,,False,,15,2003.0
884701,8847.0,3.0,2.0,1978.0,,,,,,,,,,0,,,,,False,,15,1993.0
884702,8847.0,3.0,2.0,1980.0,,,,,,,,,,0,,,,,False,,15,1995.0
884703,8847.0,3.0,1.0,1984.0,,,,,,,,,,0,,,,,False,,15,1999.0
884801,8848.0,3.0,2.0,1979.0,,,,,,,,,,0,,,,,False,,15,1994.0
884802,8848.0,3.0,1.0,1984.0,,,,,,,,,,0,,,,,False,,15,1999.0
884803,8848.0,3.0,1.0,1986.0,,,,,,,,,,0,,,,,False,,15,2001.0
884901,8849.0,3.0,1.0,1978.0,,,,,,,,,,0,,,,,False,,15,1993.0
885301,8853.0,1.0,1.0,1989.0,,,15.0,23.0,5.0,5.0,False,5.0,2004;2006;2008;2010;2012,0,,,,,False,,15,2004.0
885302,8853.0,1.0,2.0,1992.0,,,16.0,20.0,3.0,3.0,False,3.0,2008;2010;2012,0,,,,,False,,15,2007.0
885401,8854.0,1.0,1.0,1978.0,,,12.0,16.0,2.0,1.0,False,1.0,1994,0,,,,,False,,15,1993.0
885402,8854.0,1.0,2.0,1988.0,,,16.0,24.0,5.0,5.0,False,5.0,2004;2006;2008;2010;2012,0,,,,,False,,15,2003.0
885403,8854.0,1.0,1.0,1989.0,,,,,,,,,,0,,,,,False,,15,2004.0
885801,8858.0,1.0,1.0,1986.0,,,16.0,26.0,6.0,5.0,True,5.0,2002;2004;2006;2008;2010,0,,,,,True,0.0,15,2001.0
885802,8858.0,1.0,2.0,1989.0,,,15.0,23.0,5.0,5.0,False,5.0,2004;2006;2008;2010;2012,0,,,,,False,,15,2004.0
886101,8861.0,1.0,1.0,1986.0,,,16.0,26.0,6.0,5.0,True,5.0,2002;2004;2006;2008;2010,1,16.0,,16.0,2002,True,0.0,15,2001.0
886102,8861.0,1.0,2.0,1994.0,,,16.0,18.0,2.0,2.0,False,2.0,2010;2012,0,,,,,False,,15,2009.0
886401,8864.0,1.0,2.0,1984.0,,,16.0,28.0,7.0,5.0,True,5.0,2000;2002;2004;2006;2008,0,,,,,True,0.0,15,1999.0
886402,8864.0,1.0,1.0,1986.0,,,16.0,26.0,6.0,5.0,True,5.0,2002;2004;2006;2008;2010,0,,,,,True,0.0,15,2001.0
886701,8867.0,1.0,2.0,1981.0,,,15.0,29.0,8.0,6.0,True,6.0,1996;1998;2000;2002;2004;2006,1,15.0,,15.0,1996,True,0.0,15,1996.0
886702,8867.0,1.0,1.0,1983.0,,,15.0,29.0,8.0,6.0,True,6.0,1998;2000;2002;2004;2006;2008,0,,,,,True,0.0,15,1998.0
886703,8867.0,1.0,1.0,1984.0,,,16.0,28.0,7.0,5.0,True,5.0,2000;2002;2004;2006;2008,1,18.0,,18.0,2002,True,0.0,15,1999.0
886901,8869.0,1.0,1.0,1979.0,,,11.0,29.0,5.0,2.0,True,2.0,1994;2004,1,15.0,,15.0,1994,True,0.0,15,1994.0
886902,8869.0,1.0,1.0,1982.0,,,22.0,30.0,5.0,2.0,True,2.0,2004;2006,0,,,,,True,0.0,15,1997.0
886903,8869.0,1.0,1.0,1982.0,,,26.0,30.0,3.0,0.0,True,,,0,,,,,True,0.0,15,1997.0
886904,8869.0,1.0,2.0,1986.0,,,18.0,26.0,5.0,4.0,True,4.0,2004;2006;2008;2010,0,,,,,True,0.0,15,2001.0
887001,8870.0,1.0,1.0,1979.0,,,11.0,33.0,7.0,3.0,True,3.0,1994;1998;2004,1,19.0,,19.0,1998,True,0.0,15,1994.0
887002,8870.0,1.0,1.0,1983.0,,,15.0,29.0,6.0,4.0,True,4.0,1998;2004;2006;2008,1,15.0,,15.0,1998,True,0.0,15,1998.0
887003,8870.0,1.0,1.0,1986.0,,,16.0,26.0,6.0,5.0,True,5.0,2002;2004;2006;2008;2010,0,,,,,True,0.0,15,2001.0
887301,8873.0,1.0,2.0,1990.0,,,,,,,,,,0,,,,,False,,15,2005.0
887801,8878.0,1.0,2.0,1997.0,,,,,,,,,,0,,,,,False,,15,2012.0
887802,8878.0,1.0,1.0,1999.0,,,,,,,,,,0,,,,,False,,15,2014.0
888301,8883.0,1.0,1.0,1981.0,,,15.0,29.0,6.0,4.0,True,4.0,1996;1998;2004;2006,1,17.0,,17.0,1998,True,0.0,15,1996.0
888302,8883.0,1.0,1.0,1983.0,,,15.0,25.0,5.0,5.0,True,5.0,1998;2002;2004;2006;2008,0,,,,,True,0.0,15,1998.0
888501,8885.0,1.0,1.0,1991.0,,,,,,,,,,0,,,,,False,,15,2006.0
888502,8885.0,1.0,1.0,1994.0,,,,,,,,,,0,,,,,False,,15,2009.0
888801,8888.0,1.0,2.0,1984.0,,,16.0,28.0,7.0,5.0,True,5.0,2000;2002;2004;2006;2008,0,,,,,True,0.0,15,1999.0
888802,8888.0,1.0,2.0,1992.0,,,16.0,20.0,3.0,3.0,False,3.0,2008;2010;2012,0,,,,,False,,15,2007.0
888901,8889.0,1.0,1.0,1979.0,,,11.0,33.0,10.0,6.0,True,6.0,1994;1996;1998;2000;2002;2004,1,15.0,,15.0,1994,True,0.0,15,1994.0
888902,8889.0,1.0,2.0,1981.0,,,17.0,31.0,8.0,5.0,True,5.0,1998;2000;2002;2004;2006,0,,,,,True,0.0,15,1996.0
888903,8889.0,1.0,2.0,1989.0,,,15.0,23.0,5.0,5.0,False,5.0,2004;2006;2008;2010;2012,0,,,,,False,,15,2004.0
889001,8890.0,1.0,1.0,1982.0,,,16.0,30.0,8.0,5.0,True,5.0,1998;2000;2002;2004;2006,2,16.0,18.0,18.0,1998;2000,True,1.0,15,1997.0
889002,8890.0,1.0,2.0,1988.0,,,16.0,24.0,5.0,5.0,False,5.0,2004;2006;2008;2010;2012,0,,,,,False,,15,2003.0
889501,8895.0,1.0,1.0,1981.0,,,21.0,29.0,4.0,2.0,True,2.0,2002;2006,0,,,,,True,0.0,15,1996.0
889502,8895.0,1.0,2.0,1977.0,,,11.0,11.0,1.0,0.0,False,,,0,,,,,False,,15,1992.0
889601,8896.0,1.0,2.0,1982.0,,,16.0,30.0,7.0,4.0,True,4.0,1998;2002;2004;2006,0,,,,,True,0.0,15,1997.0
889602,8896.0,1.0,2.0,1989.0,,,15.0,21.0,4.0,4.0,False,4.0,2004;2006;2008;2010,0,,,,,False,,15,2004.0
889901,8899.0,1.0,2.0,1987.0,,,15.0,25.0,6.0,6.0,True,6.0,2002;2004;2006;2008;2010;2012,0,,,,,True,0.0,15,2002.0
890001,8900.0,1.0,2.0,1987.0,,,15.0,25.0,6.0,6.0,True,6.0,2002;2004;2006;2008;2010;2012,0,,,,,True,0.0,15,2002.0
890002,8900.0,1.0,2.0,1989.0,,,15.0,23.0,5.0,5.0,False,5.0,2004;2006;2008;2010;2012,0,,,,,False,,15,2004.0
890003,8900.0,1.0,1.0,1993.0,,,15.0,19.0,3.0,3.0,False,3.0,2008;2010;2012,2,15.0,19.0,19.0,2008;2012,False,,15,2008.0
890004,8900.0,1.0,2.0,1994.0,,,16.0,18.0,2.0,2.0,False,2.0,2010;2012,0,,,,,False,,15,2009.0
890005,8900.0,1.0,1.0,1996.0,,,16.0,16.0,1.0,1.0,False,1.0,2012,0,,,,,False,,15,2011.0
890201,8902.0,1.0,1.0,1992.0,,,,,,,,,,0,,,,,False,,15,2007.0
890202,8902.0,1.0,1.0,2009.0,,,,,,,,,,0,,,,,False,,15,2024.0
890203,8902.0,1.0,2.0,2009.0,,,,,,,,,,0,,,,,False,,15,2024.0
890401,8904.0,1.0,2.0,1983.0,,,15.0,29.0,8.0,6.0,True,6.0,1998;2000;2002;2004;2006;2008,0,,,,,True,0.0,15,1998.0
890402,8904.0,1.0,2.0,1991.0,,,15.0,21.0,4.0,4.0,False,4.0,2006;2008;2010;2012,1,19.0,,19.0,2010,False,,15,2006.0
890403,8904.0,1.0,1.0,1999.0,,,15.0,17.0,2.0,2.0,False,2.0,2014;2016,0,,,,,False,,15,2014.0
890901,8909.0,1.0,1.0,1981.0,,,15.0,29.0,8.0,6.0,True,6.0,1996;1998;2000;2002;2004;2006,1,17.0,,17.0,1998,True,0.0,15,1996.0
890902,8909.0,1.0,2.0,1983.0,,,15.0,29.0,7.0,5.0,True,5.0,1998;2000;2002;2004;2006,1,17.0,,17.0,2000,True,0.0,15,1998.0
891001,8910.0,1.0,2.0,1985.0,,,17.0,27.0,5.0,4.0,True,4.0,2002;2004;2006;2008,0,,,,,True,0.0,15,2000.0
891002,8910.0,1.0,2.0,1992.0,,,16.0,20.0,3.0,3.0,False,3.0,2008;2010;2012,0,,,,,False,,15,2007.0
891003,8910.0,1.0,2.0,1998.0,,,16.0,16.0,1.0,1.0,False,1.0,2014,0,,,,,False,,15,2013.0
891201,8912.0,1.0,2.0,1981.0,,,15.0,29.0,6.0,5.0,True,5.0,1996;1998;2002;2004;2006,0,,,,,True,0.0,15,1996.0
891202,8912.0,1.0,1.0,1986.0,,,16.0,26.0,6.0,5.0,True,5.0,2002;2004;2006;2008;2010,0,,,,,True,0.0,15,2001.0
891301,8913.0,1.0,1.0,1985.0,,,17.0,17.0,1.0,1.0,False,1.0,2002,0,,,,,False,,15,2000.0
891601,8916.0,1.0,2.0,1975.0,,,13.0,29.0,7.0,4.0,True,4.0,1990;1994;1996;2000,0,,,,,True,0.0,15,1990.0
891602,8916.0,1.0,2.0,1991.0,,,15.0,21.0,4.0,4.0,False,4.0,2006;2008;2010;2012,1,17.0,,17.0,2008,False,,15,2006.0
892001,8920.0,1.0,2.0,1984.0,,,16.0,28.0,6.0,4.0,True,4.0,2000;2002;2006;2008,0,,,,,True,0.0,15,1999.0
892002,8920.0,1.0,1.0,1991.0,,,19.0,19.0,1.0,1.0,False,1.0,2010,0,,,,,False,,15,2006.0
892003,8920.0,1.0,1.0,1999.0,,,,,,,,,,0,,,,,False,,15,2014.0
892501,8925.0,1.0,1.0,1983.0,,,15.0,29.0,8.0,6.0,True,6.0,1998;2000;2002;2004;2006;2008,0,,,,,True,0.0,15,1998.0
892502,8925.0,1.0,1.0,1984.0,,,16.0,28.0,7.0,5.0,True,5.0,2000;2002;2004;2006;2008,0,,,,,True,0.0,15,1999.0
892503,8925.0,1.0,1.0,2000.0,,,16.0,16.0,1.0,1.0,False,1.0,2016,0,,,,,False,,15,2015.0
892601,8926.0,1.0,2.0,1979.0,,,11.0,33.0,8.0,4.0,True,4.0,1996;2000;2002;2004,0,,,,,True,0.0,15,1994.0
892602,8926.0,1.0,1.0,1981.0,,,15.0,29.0,6.0,4.0,True,4.0,1996;2000;2002;2006,1,15.0,,15.0,1996,True,0.0,15,1996.0
892603,8926.0,1.0,1.0,1985.0,,,25.0,25.0,1.0,1.0,True,1.0,2010,0,,,,,True,0.0,15,2000.0
892701,8927.0,1.0,1.0,1985.0,,,15.0,27.0,7.0,6.0,True,6.0,2000;2002;2004;2006;2008;2010,1,19.0,,19.0,2004,True,0.0,15,2000.0
892702,8927.0,1.0,1.0,1989.0,,,15.0,19.0,3.0,3.0,False,3.0,2004;2006;2008,0,,,,,False,,15,2004.0
893101,8931.0,1.0,2.0,2002.0,,,14.0,16.0,2.0,1.0,False,1.0,2018,0,,,,,False,,15,2017.0
893201,8932.0,1.0,1.0,1981.0,,,15.0,29.0,8.0,6.0,True,6.0,1996;1998;2000;2002;2004;2006,2,15.0,17.0,17.0,1996;1998,True,1.0,15,1996.0
893202,8932.0,1.0,1.0,1984.0,,,16.0,28.0,7.0,5.0,True,5.0,2000;2002;2004;2006;2008,3,16.0,18.0,20.0,2000;2002;2004,True,1.0,15,1999.0
893401,8934.0,1.0,1.0,1980.0,,,10.0,30.0,8.0,4.0,True,4.0,1996;1998;2002;2004,0,,,,,True,0.0,15,1995.0
893402,8934.0,1.0,1.0,1983.0,,,15.0,27.0,6.0,5.0,True,5.0,1998;2002;2004;2006;2008,0,,,,,True,0.0,15,1998.0
893801,8938.0,1.0,2.0,1981.0,,,15.0,29.0,7.0,5.0,True,5.0,1996;1998;2002;2004;2006,0,,,,,True,0.0,15,1996.0
893802,8938.0,1.0,2.0,1985.0,,,17.0,27.0,6.0,5.0,True,5.0,2002;2004;2006;2008;2010,0,,,,,True,0.0,15,2000.0
893803,8938.0,1.0,1.0,1989.0,,,15.0,23.0,5.0,5.0,False,5.0,2004;2006;2008;2010;2012,0,,,,,False,,15,2004.0
893901,8939.0,1.0,1.0,1984.0,,,16.0,26.0,6.0,5.0,True,5.0,2000;2002;2004;2006;2008,0,,,,,True,0.0,15,1999.0
893902,8939.0,1.0,1.0,1989.0,,,15.0,23.0,5.0,5.0,False,5.0,2004;2006;2008;2010;2012,0,,,,,False,,15,2004.0
894001,8940.0,1.0,2.0,1990.0,,,16.0,22.0,4.0,4.0,False,4.0,2006;2008;2010;2012,0,,,,,False,,15,2005.0
894002,8940.0,1.0,1.0,1991.0,,,15.0,21.0,4.0,4.0,False,4.0,2006;2008;2010;2012,0,,,,,False,,15,2006.0
894003,8940.0,1.0,2.0,1996.0,,,16.0,16.0,1.0,1.0,False,1.0,2012,0,,,,,False,,15,2011.0
894201,8942.0,1.0,2.0,1987.0,,,15.0,15.0,1.0,1.0,False,1.0,2002,0,,,,,False,,15,2002.0
894202,8942.0,1.0,1.0,1991.0,,,15.0,19.0,2.0,2.0,False,2.0,2006;2010,1,15.0,,15.0,2006,False,,15,2006.0
894203,8942.0,1.0,1.0,1994.0,,,16.0,18.0,2.0,2.0,False,2.0,2010;2012,0,,,,,False,,15,2009.0
894204,8942.0,1.0,2.0,1997.0,,,15.0,15.0,1.0,1.0,False,1.0,2012,0,,,,,False,,15,2012.0
894205,8942.0,1.0,2.0,1999.0,,,,,,,,,,0,,,,,False,,15,2014.0
894206,8942.0,1.0,2.0,2001.0,,,,,,,,,,0,,,,,False,,15,2016.0
894401,8944.0,1.0,1.0,1988.0,,,16.0,24.0,5.0,5.0,False,5.0,2004;2006;2008;2010;2012,0,,,,,False,,15,2003.0
894402,8944.0,1.0,1.0,1990.0,,,16.0,22.0,4.0,4.0,False,4.0,2006;2008;2010;2012,0,,,,,False,,15,2005.0
894403,8944.0,1.0,1.0,1997.0,,,15.0,15.0,1.0,1.0,False,1.0,2012,0,,,,,False,,15,2012.0
894601,8946.0,1.0,2.0,1983.0,,,15.0,29.0,7.0,5.0,True,5.0,1998;2002;2004;2006;2008,0,,,,,True,0.0,15,1998.0
894602,8946.0,1.0,1.0,1986.0,,,16.0,22.0,4.0,4.0,False,4.0,2002;2004;2006;2008,0,,,,,False,,15,2001.0
894801,8948.0,1.0,2.0,1981.0,,,15.0,29.0,8.0,6.0,True,6.0,1996;1998;2000;2002;2004;2006,1,15.0,,15.0,1996,True,0.0,15,1996.0
894802,8948.0,1.0,1.0,1984.0,,,16.0,22.0,2.0,2.0,False,2.0,2000;2006,0,,,,,False,,15,1999.0
894803,8948.0,1.0,1.0,1991.0,,,15.0,21.0,4.0,4.0,False,4.0,2006;2008;2010;2012,0,,,,,False,,15,2006.0
894804,8948.0,1.0,1.0,1992.0,,,16.0,16.0,1.0,1.0,False,1.0,2008,0,,,,,False,,15,2007.0
894805,8948.0,1.0,2.0,1993.0,,,15.0,19.0,3.0,3.0,False,3.0,2008;2010;2012,0,,,,,False,,15,2008.0
894901,8949.0,1.0,1.0,1980.0,,,10.0,30.0,9.0,5.0,True,5.0,1996;1998;2000;2002;2004,1,16.0,,16.0,1996,True,0.0,15,1995.0
894902,8949.0,1.0,2.0,1984.0,,,16.0,28.0,7.0,5.0,True,5.0,2000;2002;2004;2006;2008,0,,,,,True,0.0,15,1999.0
894903,8949.0,1.0,2.0,1992.0,,,16.0,20.0,3.0,3.0,False,3.0,2008;2010;2012,0,,,,,False,,15,2007.0
895101,8951.0,1.0,2.0,1987.0,,,,,,,,,,0,,,,,False,,15,2002.0
895102,8951.0,1.0,1.0,1991.0,,,,,,,,,,0,,,,,False,,15,2006.0
895301,8953.0,1.0,2.0,1983.0,,,15.0,29.0,7.0,5.0,True,5.0,1998;2002;2004;2006;2008,0,,,,,True,0.0,15,1998.0
895302,8953.0,1.0,1.0,1984.0,,,18.0,28.0,5.0,4.0,True,4.0,2002;2004;2006;2008,0,,,,,True,0.0,15,1999.0
895303,8953.0,1.0,2.0,1988.0,,,16.0,24.0,5.0,5.0,False,5.0,2004;2006;2008;2010;2012,0,,,,,False,,15,2003.0
895501,8955.0,1.0,1.0,1978.0,,,10.0,24.0,5.0,4.0,False,4.0,1994;1998;2000;2002,1,16.0,,16.0,1994,False,,15,1993.0
895502,8955.0,1.0,2.0,1984.0,,,18.0,28.0,6.0,4.0,True,4.0,2002;2004;2006;2008,0,,,,,True,0.0,15,1999.0
895601,8956.0,1.0,1.0,1975.0,,,37.0,37.0,1.0,0.0,True,,,0,,,,,True,0.0,15,1990.0
895602,8956.0,1.0,2.0,1979.0,,,33.0,33.0,1.0,0.0,True,,,0,,,,,True,0.0,15,1994.0
896001,8960.0,2.0,2.0,1977.0,,,11.0,33.0,11.0,5.0,True,5.0,1994;1996;1998;2000;2002,1,17.0,,17.0,1994,True,0.0,15,1992.0
896002,8960.0,2.0,2.0,1978.0,,,10.0,34.0,11.0,5.0,True,5.0,1994;1996;1998;2000;2002,3,16.0,18.0,20.0,1994;1996;1998,True,1.0,15,1993.0
896101,8961.0,1.0,1.0,1973.0,,,,,,,,,,0,,,,,False,,15,1988.0
896102,8961.0,1.0,2.0,1981.0,,,,,,,,,,0,,,,,False,,15,1996.0
896201,8962.0,2.0,1.0,1978.0,,,12.0,34.0,6.0,4.0,True,4.0,1994;1996;2000;2002,4,16.0,18.0,24.0,1994;1996;2000;2002,True,1.0,15,1993.0
896202,8962.0,2.0,1.0,1985.0,,,17.0,27.0,3.0,2.0,True,2.0,2002;2004,1,17.0,,17.0,2002,True,0.0,15,2000.0
896203,8962.0,2.0,1.0,1997.0,,,15.0,17.0,2.0,2.0,False,2.0,2012;2014,2,15.0,17.0,17.0,2012;2014,False,,15,2012.0
896501,8965.0,1.0,2.0,1991.0,,,15.0,21.0,4.0,4.0,False,4.0,2006;2008;2010;2012,0,,,,,False,,15,2006.0
896502,8965.0,1.0,1.0,1994.0,,,16.0,18.0,2.0,2.0,False,2.0,2010;2012,0,,,,,False,,15,2009.0
896601,8966.0,1.0,1.0,1976.0,,,14.0,14.0,1.0,0.0,False,,,0,,,,,False,,15,1991.0
896602,8966.0,1.0,2.0,1981.0,,,,,,,,,,0,,,,,False,,15,1996.0
896701,8967.0,1.0,2.0,1979.0,,,11.0,33.0,5.0,1.0,True,1.0,2004,0,,,,,True,0.0,15,1994.0
896702,8967.0,1.0,2.0,1981.0,,,19.0,29.0,5.0,3.0,True,3.0,2000;2004;2006,0,,,,,True,0.0,15,1996.0
896703,8967.0,1.0,2.0,1983.0,,,21.0,29.0,5.0,3.0,True,3.0,2004;2006;2008,0,,,,,True,0.0,15,1998.0
896704,8967.0,1.0,2.0,1983.0,,,,,,,,,,0,,,,,False,,15,1998.0
896705,8967.0,1.0,2.0,1986.0,,,18.0,26.0,4.0,3.0,True,3.0,2004;2006;2008,0,,,,,True,0.0,15,2001.0
896706,8967.0,1.0,1.0,1989.0,,,15.0,23.0,5.0,5.0,False,5.0,2004;2006;2008;2010;2012,1,15.0,,15.0,2004,False,,15,2004.0
896901,8969.0,1.0,1.0,1987.0,,,15.0,25.0,6.0,6.0,True,6.0,2002;2004;2006;2008;2010;2012,0,,,,,True,0.0,15,2002.0
896902,8969.0,1.0,2.0,1989.0,,,15.0,23.0,5.0,5.0,False,5.0,2004;2006;2008;2010;2012,0,,,,,False,,15,2004.0
896903,8969.0,1.0,2.0,1991.0,,,15.0,21.0,4.0,4.0,False,4.0,2006;2008;2010;2012,0,,,,,False,,15,2006.0
896904,8969.0,1.0,1.0,1993.0,,,15.0,19.0,3.0,3.0,False,3.0,2008;2010;2012,0,,,,,False,,15,2008.0
896905,8969.0,1.0,1.0,2001.0,,,15.0,17.0,2.0,2.0,False,2.0,2016;2018,0,,,,,False,,15,2016.0
897001,8970.0,2.0,2.0,1984.0,,,16.0,28.0,7.0,5.0,True,5.0,2000;2002;2004;2006;2008,0,,,,,True,0.0,15,1999.0
897401,8974.0,2.0,1.0,1980.0,,,16.0,30.0,8.0,5.0,True,5.0,1996;1998;2000;2002;2004,1,18.0,,18.0,1998,True,0.0,15,1995.0
897402,8974.0,2.0,1.0,1991.0,,,15.0,21.0,4.0,4.0,False,4.0,2006;2008;2010;2012,2,15.0,17.0,17.0,2006;2008,False,,15,2006.0
897403,8974.0,2.0,1.0,2000.0,,,16.0,16.0,1.0,1.0,False,1.0,2016,0,,,,,False,,15,2015.0
897404,8974.0,2.0,1.0,2004.0,,,12.0,12.0,1.0,0.0,False,,,0,,,,,False,,15,2019.0
897701,8977.0,2.0,2.0,1976.0,,,12.0,34.0,10.0,3.0,True,3.0,1994;1996;2000,1,20.0,,20.0,1996,True,0.0,15,1991.0
897702,8977.0,2.0,1.0,1977.0,,,11.0,33.0,11.0,5.0,True,5.0,1994;1996;1998;2000;2002,1,17.0,,17.0,1994,True,0.0,15,1992.0
897703,8977.0,2.0,1.0,1998.0,,,16.0,16.0,1.0,1.0,False,1.0,2014,0,,,,,False,,15,2013.0
897704,8977.0,2.0,2.0,2002.0,,,14.0,16.0,2.0,1.0,False,1.0,2018,0,,,,,False,,15,2017.0
898201,8982.0,2.0,1.0,1990.0,,,16.0,22.0,4.0,4.0,False,4.0,2006;2008;2010;2012,2,16.0,18.0,18.0,2006;2008,False,,15,2005.0
898501,8985.0,2.0,2.0,1983.0,,,15.0,29.0,5.0,3.0,True,3.0,1998;2004;2006,0,,,,,True,0.0,15,1998.0
898502,8985.0,2.0,1.0,1985.0,,,19.0,27.0,4.0,3.0,True,3.0,2004;2006;2010,0,,,,,True,0.0,15,2000.0
899601,8996.0,2.0,2.0,1982.0,,,16.0,30.0,7.0,4.0,True,4.0,1998;2002;2004;2006,0,,,,,True,0.0,15,1997.0
899602,8996.0,2.0,1.0,1987.0,,,15.0,25.0,5.0,5.0,True,5.0,2002;2004;2006;2008;2012,0,,,,,True,0.0,15,2002.0
