C0000100,C0000200,C0005300,C0005400,C0005700,C0005800,C0007000,first_observed_age,last_observed_age,n_observed_age_years,n_observed_age_years_15_25,any_observed_age_ge_25,observed_age_year_count_15_25,observed_survey_years_15_25,violence_positive_age_year_count_15_25,violence_first_event_age_15_25,violence_second_event_age_15_25,violence_last_event_age_15_25,violence_positive_survey_years_15_25,eligible_observed_through_age_25,persistent_violence_contact_age15_25,predictor_cutoff_age,predictor_cutoff_year
899603,8996.0,2.0,2.0,1990.0,,,16.0,22.0,4.0,4.0,False,4.0,2006;2008;2010;2012,0,,,,,False,,15,2005.0
900001,9000.0,3.0,1.0,1982.0,,,,,,,,,,0,,,,,False,,15,1997.0
900002,9000.0,3.0,1.0,1983.0,,,,,,,,,,0,,,,,False,,15,1998.0
900003,9000.0,3.0,2.0,1985.0,,,,,,,,,,0,,,,,False,,15,2000.0
900401,9004.0,3.0,1.0,1981.0,,,,,,,,,,0,,,,,False,,15,1996.0
900402,9004.0,3.0,1.0,1983.0,,,,,,,,,,0,,,,,False,,15,1998.0
901101,9011.0,2.0,1.0,1983.0,,,,,,,,,,0,,,,,False,,15,1998.0
901102,9011.0,2.0,1.0,1985.0,,,,,,,,,,0,,,,,False,,15,2000.0
901103,9011.0,2.0,1.0,1989.0,,,,,,,,,,0,,,,,False,,15,2004.0
901201,9012.0,2.0,1.0,1975.0,,,13.0,33.0,9.0,4.0,True,4.0,1990;1994;1996;2000,0,,,,,True,0.0,15,1990.0
901801,9018.0,2.0,2.0,1983.0,,,19.0,29.0,6.0,4.0,True,4.0,2002;2004;2006;2008,0,,,,,True,0.0,15,1998.0
901901,9019.0,2.0,1.0,1983.0,,,21.0,23.0,2.0,2.0,False,2.0,2004;2006,0,,,,,False,,15,1998.0
901902,9019.0,2.0,1.0,1985.0,,,27.0,27.0,1.0,0.0,True,,,0,,,,,True,0.0,15,2000.0
901903,9019.0,2.0,2.0,1991.0,,,17.0,21.0,3.0,3.0,False,3.0,2008;2010;2012,0,,,,,False,,15,2006.0
901904,9019.0,2.0,1.0,1995.0,,,15.0,15.0,1.0,1.0,False,1.0,2010,0,,,,,False,,15,2010.0
902101,9021.0,2.0,2.0,1984.0,,,18.0,28.0,6.0,4.0,True,4.0,2002;2004;2006;2008,1,18.0,,18.0,2002,True,0.0,15,1999.0
902301,9023.0,2.0,2.0,1980.0,,,22.0,30.0,5.0,2.0,True,2.0,2002;2004,0,,,,,True,0.0,15,1995.0
902302,9023.0,2.0,1.0,1990.0,,,16.0,22.0,4.0,4.0,False,4.0,2006;2008;2010;2012,1,16.0,,16.0,2006,False,,15,2005.0
902501,9025.0,3.0,1.0,1980.0,,,,,,,,,,0,,,,,False,,15,1995.0
902502,9025.0,3.0,2.0,1983.0,,,,,,,,,,0,,,,,False,,15,1998.0
902503,9025.0,3.0,1.0,1985.0,,,,,,,,,,0,,,,,False,,15,2000.0
902901,9029.0,2.0,2.0,1995.0,,,15.0,17.0,2.0,2.0,False,2.0,2010;2012,0,,,,,False,,15,2010.0
903301,9033.0,2.0,1.0,1982.0,,,16.0,30.0,8.0,5.0,True,5.0,1998;2000;2002;2004;2006,0,,,,,True,0.0,15,1997.0
903302,9033.0,2.0,1.0,1989.0,,,15.0,23.0,5.0,5.0,False,5.0,2004;2006;2008;2010;2012,0,,,,,False,,15,2004.0
903501,9035.0,2.0,1.0,1980.0,,,10.0,30.0,9.0,5.0,True,5.0,1996;1998;2000;2002;2004,0,,,,,True,0.0,15,1995.0
903502,9035.0,2.0,1.0,1986.0,,,16.0,26.0,6.0,5.0,True,5.0,2002;2004;2006;2008;2010,0,,,,,True,0.0,15,2001.0
903503,9035.0,2.0,1.0,1989.0,,,15.0,23.0,5.0,5.0,False,5.0,2004;2006;2008;2010;2012,2,15.0,19.0,19.0,2004;2008,False,,15,2004.0
903701,9037.0,2.0,2.0,1982.0,,,16.0,30.0,7.0,5.0,True,5.0,1998;2000;2002;2004;2006,0,,,,,True,0.0,15,1997.0
903702,9037.0,2.0,1.0,1985.0,,,15.0,27.0,6.0,5.0,True,5.0,2000;2002;2004;2008;2010,2,15.0,19.0,19.0,2000;2004,True,1.0,15,2000.0
903703,9037.0,2.0,1.0,1989.0,,,15.0,23.0,5.0,5.0,False,5.0,2004;2006;2008;2010;2012,0,,,,,False,,15,2004.0
903801,9038.0,2.0,2.0,1978.0,,,10.0,34.0,11.0,5.0,True,5.0,1994;1996;1998;2000;2002,0,,,,,True,0.0,15,1993.0
903802,9038.0,2.0,2.0,1995.0,,,15.0,17.0,2.0,2.0,False,2.0,2010;2012,0,,,,,False,,15,2010.0
904001,9040.0,2.0,1.0,1983.0,,,15.0,17.0,2.0,2.0,False,2.0,1998;2000,0,,,,,False,,15,1998.0
904002,9040.0,2.0,1.0,1985.0,,,15.0,27.0,5.0,4.0,True,4.0,2000;2006;2008;2010,1,15.0,,15.0,2000,True,0.0,15,2000.0
904003,9040.0,2.0,2.0,1991.0,,,,,,,,,,0,,,,,False,,15,2006.0
904101,9041.0,3.0,1.0,1984.0,,,,,,,,,,0,,,,,False,,15,1999.0
904102,9041.0,3.0,2.0,1985.0,,,,,,,,,,0,,,,,False,,15,2000.0
904103,9041.0,3.0,1.0,1988.0,,,,,,,,,,0,,,,,False,,15,2003.0
904501,9045.0,2.0,1.0,1979.0,,,11.0,29.0,6.0,4.0,True,4.0,1994;1996;1998;2002,1,17.0,,17.0,1996,True,0.0,15,1994.0
904502,9045.0,2.0,2.0,1981.0,,,15.0,25.0,5.0,5.0,True,5.0,1996;1998;2002;2004;2006,1,15.0,,15.0,1996,True,0.0,15,1996.0
904503,9045.0,2.0,2.0,1992.0,,,16.0,18.0,2.0,2.0,False,2.0,2008;2010,1,16.0,,16.0,2008,False,,15,2007.0
904601,9046.0,2.0,1.0,1978.0,,,12.0,34.0,10.0,5.0,True,5.0,1994;1996;1998;2000;2002,0,,,,,True,0.0,15,1993.0
904801,9048.0,2.0,2.0,1974.0,,,16.0,38.0,9.0,3.0,True,3.0,1990;1994;1996,1,22.0,,22.0,1996,True,0.0,15,1989.0
904802,9048.0,2.0,2.0,1979.0,,,11.0,33.0,10.0,6.0,True,6.0,1994;1996;1998;2000;2002;2004,0,,,,,True,0.0,15,1994.0
904803,9048.0,2.0,2.0,1980.0,,,16.0,30.0,7.0,4.0,True,4.0,1996;1998;2002;2004,2,16.0,22.0,22.0,1996;2002,True,1.0,15,1995.0
904804,9048.0,2.0,1.0,1983.0,,,19.0,29.0,6.0,4.0,True,4.0,2002;2004;2006;2008,0,,,,,True,0.0,15,1998.0
904805,9048.0,2.0,1.0,1985.0,,,17.0,27.0,5.0,4.0,True,4.0,2002;2004;2008;2010,1,19.0,,19.0,2004,True,0.0,15,2000.0
904806,9048.0,2.0,2.0,1987.0,,,15.0,25.0,6.0,6.0,True,6.0,2002;2004;2006;2008;2010;2012,2,15.0,19.0,19.0,2002;2006,True,1.0,15,2002.0
905001,9050.0,2.0,1.0,1977.0,,,11.0,33.0,11.0,5.0,True,5.0,1994;1996;1998;2000;2002,2,17.0,19.0,19.0,1994;1996,True,1.0,15,1992.0
905002,9050.0,2.0,2.0,1979.0,,,11.0,33.0,10.0,6.0,True,6.0,1994;1996;1998;2000;2002;2004,0,,,,,True,0.0,15,1994.0
905003,9050.0,2.0,1.0,1992.0,,,16.0,20.0,3.0,3.0,False,3.0,2008;2010;2012,0,,,,,False,,15,2007.0
905301,9053.0,2.0,2.0,1980.0,,,10.0,30.0,8.0,4.0,True,4.0,1996;1998;2002;2004,2,16.0,18.0,18.0,1996;1998,True,1.0,15,1995.0
905701,9057.0,2.0,2.0,1984.0,,,16.0,28.0,7.0,5.0,True,5.0,2000;2002;2004;2006;2008,0,,,,,True,0.0,15,1999.0
905702,9057.0,2.0,2.0,1987.0,,,15.0,25.0,6.0,6.0,True,6.0,2002;2004;2006;2008;2010;2012,0,,,,,True,0.0,15,2002.0
905703,9057.0,2.0,1.0,1991.0,,,15.0,21.0,4.0,4.0,False,4.0,2006;2008;2010;2012,0,,,,,False,,15,2006.0
905704,9057.0,2.0,2.0,1993.0,,,15.0,19.0,3.0,3.0,False,3.0,2008;2010;2012,0,,,,,False,,15,2008.0
906001,9060.0,2.0,2.0,1971.0,,,17.0,37.0,9.0,4.0,True,4.0,1988;1990;1994;1996,2,19.0,23.0,23.0,1990;1994,True,1.0,15,1986.0
906002,9060.0,2.0,2.0,1973.0,,,15.0,37.0,10.0,4.0,True,4.0,1988;1990;1994;1996,0,,,,,True,0.0,15,1988.0
906003,9060.0,2.0,2.0,1974.0,,,14.0,34.0,9.0,3.0,True,3.0,1990;1994;1996,1,22.0,,22.0,1996,True,0.0,15,1989.0
906004,9060.0,2.0,2.0,1976.0,,,18.0,34.0,8.0,3.0,True,3.0,1994;1996;2000,0,,,,,True,0.0,15,1991.0
906005,9060.0,2.0,1.0,1977.0,,,11.0,31.0,8.0,4.0,True,4.0,1994;1996;1998;2002,3,17.0,19.0,21.0,1994;1996;1998,True,1.0,15,1992.0
906301,9063.0,2.0,1.0,1975.0,,,13.0,37.0,10.0,4.0,True,4.0,1990;1994;1996;2000,0,,,,,True,0.0,15,1990.0
906302,9063.0,2.0,2.0,1979.0,,,11.0,33.0,10.0,6.0,True,6.0,1994;1996;1998;2000;2002;2004,1,15.0,,15.0,1994,True,0.0,15,1994.0
906401,9064.0,2.0,2.0,1978.0,,,12.0,34.0,10.0,5.0,True,5.0,1994;1996;1998;2000;2002,2,16.0,18.0,18.0,1994;1996,True,1.0,15,1993.0
906402,9064.0,2.0,2.0,1981.0,,,15.0,29.0,8.0,6.0,True,6.0,1996;1998;2000;2002;2004;2006,0,,,,,True,0.0,15,1996.0
906403,9064.0,2.0,2.0,1984.0,,,16.0,28.0,6.0,4.0,True,4.0,2000;2002;2004;2008,0,,,,,True,0.0,15,1999.0
906404,9064.0,2.0,1.0,1985.0,,,15.0,27.0,6.0,5.0,True,5.0,2000;2002;2004;2006;2008,0,,,,,True,0.0,15,2000.0
906501,9065.0,2.0,2.0,1980.0,,,10.0,30.0,8.0,4.0,True,4.0,1996;1998;2002;2004,0,,,,,True,0.0,15,1995.0
906502,9065.0,2.0,1.0,1986.0,,,16.0,26.0,6.0,5.0,True,5.0,2002;2004;2006;2008;2010,0,,,,,True,0.0,15,2001.0
906701,9067.0,2.0,1.0,1985.0,,,,,,,,,,0,,,,,False,,15,2000.0
906702,9067.0,2.0,2.0,1987.0,,,15.0,25.0,6.0,6.0,True,6.0,2002;2004;2006;2008;2010;2012,0,,,,,True,0.0,15,2002.0
906703,9067.0,2.0,2.0,1995.0,,,15.0,17.0,2.0,2.0,False,2.0,2010;2012,0,,,,,False,,15,2010.0
907001,9070.0,2.0,2.0,1986.0,,,16.0,26.0,6.0,5.0,True,5.0,2002;2004;2006;2008;2010,0,,,,,True,0.0,15,2001.0
907002,9070.0,2.0,2.0,1988.0,,,16.0,24.0,5.0,5.0,False,5.0,2004;2006;2008;2010;2012,0,,,,,False,,15,2003.0
907003,9070.0,2.0,2.0,1994.0,,,16.0,18.0,2.0,2.0,False,2.0,2010;2012,0,,,,,False,,15,2009.0
907401,9074.0,2.0,2.0,1977.0,,,11.0,33.0,10.0,4.0,True,4.0,1994;1996;1998;2002,1,17.0,,17.0,1994,True,0.0,15,1992.0
907402,9074.0,2.0,1.0,1981.0,,,15.0,29.0,6.0,4.0,True,4.0,1996;1998;2002;2006,0,,,,,True,0.0,15,1996.0
907403,9074.0,2.0,2.0,1983.0,,,15.0,29.0,6.0,4.0,True,4.0,1998;2002;2006;2008,1,15.0,,15.0,1998,True,0.0,15,1998.0
908001,9080.0,2.0,2.0,1975.0,,,13.0,37.0,10.0,4.0,True,4.0,1990;1994;1996;2000,1,19.0,,19.0,1994,True,0.0,15,1990.0
908002,9080.0,2.0,1.0,1977.0,,,13.0,17.0,2.0,1.0,False,1.0,1994,1,17.0,,17.0,1994,False,,15,1992.0
908003,9080.0,2.0,1.0,1981.0,,,15.0,25.0,5.0,5.0,True,5.0,1996;1998;2002;2004;2006,2,15.0,17.0,17.0,1996;1998,True,1.0,15,1996.0
908101,9081.0,2.0,1.0,1983.0,,,15.0,29.0,7.0,5.0,True,5.0,1998;2002;2004;2006;2008,0,,,,,True,0.0,15,1998.0
908102,9081.0,2.0,1.0,1985.0,,,17.0,27.0,6.0,5.0,True,5.0,2002;2004;2006;2008;2010,0,,,,,True,0.0,15,2000.0
908103,9081.0,2.0,1.0,1987.0,,,15.0,25.0,6.0,6.0,True,6.0,2002;2004;2006;2008;2010;2012,0,,,,,True,0.0,15,2002.0
908401,9084.0,3.0,2.0,1983.0,,,,,,,,,,0,,,,,False,,15,1998.0
908402,9084.0,3.0,1.0,1986.0,,,,,,,,,,0,,,,,False,,15,2001.0
908601,9086.0,3.0,2.0,1976.0,,,,,,,,,,0,,,,,False,,15,1991.0
908602,9086.0,3.0,1.0,1981.0,,,,,,,,,,0,,,,,False,,15,1996.0
908701,9087.0,3.0,2.0,1990.0,,,,,,,,,,0,,,,,False,,15,2005.0
909201,9092.0,2.0,2.0,1981.0,,,15.0,29.0,8.0,6.0,True,6.0,1996;1998;2000;2002;2004;2006,0,,,,,True,0.0,15,1996.0
909202,9092.0,2.0,2.0,1982.0,,,18.0,30.0,7.0,4.0,True,4.0,2000;2002;2004;2006,0,,,,,True,0.0,15,1997.0
909501,9095.0,2.0,2.0,1986.0,,,16.0,26.0,6.0,5.0,True,5.0,2002;2004;2006;2008;2010,0,,,,,True,0.0,15,2001.0
910001,9100.0,2.0,2.0,1985.0,,,15.0,27.0,7.0,6.0,True,6.0,2000;2002;2004;2006;2008;2010,0,,,,,True,0.0,15,2000.0
910002,9100.0,2.0,1.0,1988.0,,,16.0,24.0,5.0,5.0,False,5.0,2004;2006;2008;2010;2012,0,,,,,False,,15,2003.0
910003,9100.0,2.0,1.0,1991.0,,,15.0,21.0,4.0,4.0,False,4.0,2006;2008;2010;2012,1,17.0,,17.0,2008,False,,15,2006.0
910101,9101.0,2.0,1.0,1979.0,,,11.0,33.0,10.0,6.0,True,6.0,1994;1996;1998;2000;2002;2004,1,19.0,,19.0,1998,True,0.0,15,1994.0
910102,9101.0,2.0,2.0,1981.0,,,15.0,29.0,8.0,6.0,True,6.0,1996;1998;2000;2002;2004;2006,3,15.0,17.0,19.0,1996;1998;2000,True,1.0,15,1996.0
910103,9101.0,2.0,2.0,1997.0,,,15.0,17.0,2.0,2.0,False,2.0,2012;2014,0,,,,,False,,15,2012.0
910104,9101.0,2.0,2.0,1998.0,,,16.0,18.0,2.0,2.0,False,2.0,2014;2016,0,,,,,False,,15,2013.0
910301,9103.0,3.0,1.0,1981.0,,,,,,,,,,0,,,,,False,,15,1996.0
910302,9103.0,3.0,2.0,1983.0,,,,,,,,,,0,,,,,False,,15,1998.0
910303,9103.0,3.0,2.0,1984.0,,,,,,,,,,0,,,,,False,,15,1999.0
910401,9104.0,3.0,2.0,1979.0,,,,,,,,,,0,,,,,False,,15,1994.0
910402,9104.0,3.0,1.0,1982.0,,,,,,,,,,0,,,,,False,,15,1997.0
910403,9104.0,3.0,1.0,1985.0,,,,,,,,,,0,,,,,False,,15,2000.0
910404,9104.0,3.0,2.0,1990.0,,,,,,,,,,0,,,,,False,,15,2005.0
910601,9106.0,2.0,2.0,1994.0,,,16.0,16.0,1.0,1.0,False,1.0,2010,0,,,,,False,,15,2009.0
910801,9108.0,2.0,2.0,1977.0,,,11.0,33.0,11.0,5.0,True,5.0,1994;1996;1998;2000;2002,0,,,,,True,0.0,15,1992.0
910802,9108.0,2.0,2.0,1981.0,,,15.0,29.0,8.0,6.0,True,6.0,1996;1998;2000;2002;2004;2006,2,15.0,17.0,17.0,1996;1998,True,1.0,15,1996.0
910803,9108.0,2.0,2.0,1982.0,,,16.0,30.0,8.0,5.0,True,5.0,1998;2000;2002;2004;2006,1,16.0,,16.0,1998,True,0.0,15,1997.0
910901,9109.0,2.0,2.0,1981.0,,,15.0,27.0,3.0,2.0,True,2.0,1996;1998,1,17.0,,17.0,1998,True,0.0,15,1996.0
910902,9109.0,2.0,2.0,1985.0,,,17.0,27.0,6.0,5.0,True,5.0,2002;2004;2006;2008;2010,3,19.0,21.0,23.0,2004;2006;2008,True,1.0,15,2000.0
910903,9109.0,2.0,1.0,1989.0,,,15.0,23.0,4.0,4.0,False,4.0,2004;2006;2008;2012,1,15.0,,15.0,2004,False,,15,2004.0
911501,9115.0,2.0,2.0,1979.0,,,15.0,33.0,9.0,6.0,True,6.0,1994;1996;1998;2000;2002;2004,2,15.0,19.0,19.0,1994;1998,True,1.0,15,1994.0
911502,9115.0,2.0,1.0,1984.0,,,16.0,28.0,7.0,5.0,True,5.0,2000;2002;2004;2006;2008,0,,,,,True,0.0,15,1999.0
911503,9115.0,2.0,2.0,1991.0,,,15.0,21.0,4.0,4.0,False,4.0,2006;2008;2010;2012,0,,,,,False,,15,2006.0
911701,9117.0,2.0,1.0,1985.0,,,15.0,27.0,7.0,6.0,True,6.0,2000;2002;2004;2006;2008;2010,0,,,,,True,0.0,15,2000.0
911702,9117.0,2.0,2.0,1989.0,,,15.0,23.0,5.0,5.0,False,5.0,2004;2006;2008;2010;2012,0,,,,,False,,15,2004.0
911801,9118.0,3.0,2.0,1982.0,,,,,,,,,,0,,,,,False,,15,1997.0
911802,9118.0,3.0,1.0,1985.0,,,,,,,,,,0,,,,,False,,15,2000.0
911803,9118.0,3.0,2.0,1986.0,,,,,,,,,,0,,,,,False,,15,2001.0
911901,9119.0,3.0,2.0,1983.0,,,,,,,,,,0,,,,,False,,15,1998.0
912201,9122.0,3.0,1.0,1979.0,,,,,,,,,,0,,,,,False,,15,1994.0
912202,9122.0,3.0,2.0,1982.0,,,,,,,,,,0,,,,,False,,15,1997.0
912401,9124.0,3.0,1.0,1979.0,,,,,,,,,,0,,,,,False,,15,1994.0
912402,9124.0,3.0,1.0,1981.0,,,,,,,,,,0,,,,,False,,15,1996.0
912901,9129.0,3.0,1.0,1989.0,,,,,,,,,,0,,,,,False,,15,2004.0
913301,9133.0,3.0,2.0,1982.0,,,,,,,,,,0,,,,,False,,15,1997.0
913302,9133.0,3.0,1.0,1989.0,,,,,,,,,,0,,,,,False,,15,2004.0
913401,9134.0,1.0,1.0,1988.0,,,16.0,22.0,4.0,4.0,False,4.0,2004;2006;2008;2010,0,,,,,False,,15,2003.0
913402,9134.0,1.0,1.0,1989.0,,,15.0,23.0,5.0,5.0,False,5.0,2004;2006;2008;2010;2012,1,17.0,,17.0,2006,False,,15,2004.0
913501,9135.0,3.0,2.0,1987.0,,,,,,,,,,0,,,,,False,,15,2002.0
913801,9138.0,3.0,2.0,1978.0,,,,,,,,,,0,,,,,False,,15,1993.0
914101,9141.0,3.0,2.0,1984.0,,,,,,,,,,0,,,,,False,,15,1999.0
914102,9141.0,3.0,2.0,1986.0,,,,,,,,,,0,,,,,False,,15,2001.0
914201,9142.0,3.0,1.0,1979.0,,,,,,,,,,0,,,,,False,,15,1994.0
914202,9142.0,3.0,1.0,1983.0,,,,,,,,,,0,,,,,False,,15,1998.0
914203,9142.0,3.0,1.0,1986.0,,,,,,,,,,0,,,,,False,,15,2001.0
914301,9143.0,3.0,2.0,1984.0,,,,,,,,,,0,,,,,False,,15,1999.0
914302,9143.0,3.0,1.0,1985.0,,,,,,,,,,0,,,,,False,,15,2000.0
914401,9144.0,1.0,2.0,1987.0,,,15.0,25.0,6.0,6.0,True,6.0,2002;2004;2006;2008;2010;2012,0,,,,,True,0.0,15,2002.0
914402,9144.0,1.0,2.0,1989.0,,,15.0,23.0,5.0,5.0,False,5.0,2004;2006;2008;2010;2012,0,,,,,False,,15,2004.0
914403,9144.0,1.0,2.0,1991.0,,,15.0,21.0,4.0,4.0,False,4.0,2006;2008;2010;2012,0,,,,,False,,15,2006.0
914501,9145.0,3.0,2.0,1980.0,,,,,,,,,,0,,,,,False,,15,1995.0
914502,9145.0,3.0,1.0,1983.0,,,,,,,,,,0,,,,,False,,15,1998.0
914503,9145.0,3.0,2.0,1987.0,,,,,,,,,,0,,,,,False,,15,2002.0
914504,9145.0,3.0,2.0,1989.0,,,,,,,,,,0,,,,,False,,15,2004.0
914801,9148.0,3.0,1.0,1980.0,,,,,,,,,,0,,,,,False,,15,1995.0
914802,9148.0,3.0,1.0,1985.0,,,,,,,,,,0,,,,,False,,15,2000.0
915701,9157.0,2.0,1.0,1980.0,,,16.0,28.0,7.0,5.0,True,5.0,1996;1998;2000;2002;2004,0,,,,,True,0.0,15,1995.0
915702,9157.0,2.0,1.0,1982.0,,,16.0,28.0,7.0,5.0,True,5.0,1998;2000;2002;2004;2006,2,16.0,18.0,18.0,1998;2000,True,1.0,15,1997.0
915703,9157.0,2.0,1.0,1984.0,,,16.0,28.0,7.0,5.0,True,5.0,2000;2002;2004;2006;2008,0,,,,,True,0.0,15,1999.0
915901,9159.0,3.0,2.0,1984.0,,,,,,,,,,0,,,,,False,,15,1999.0
916701,9167.0,3.0,2.0,1989.0,,,,,,,,,,0,,,,,False,,15,2004.0
916801,9168.0,3.0,2.0,1988.0,,,,,,,,,,0,,,,,False,,15,2003.0
917101,9171.0,3.0,1.0,1977.0,,,11.0,11.0,1.0,0.0,False,,,0,,,,,False,,15,1992.0
917102,9171.0,3.0,2.0,1985.0,,,,,,,,,,0,,,,,False,,15,2000.0
917103,9171.0,3.0,1.0,1988.0,,,,,,,,,,0,,,,,False,,15,2003.0
917201,9172.0,3.0,2.0,1977.0,,,11.0,11.0,1.0,0.0,False,,,0,,,,,False,,15,1992.0
917202,9172.0,3.0,1.0,1989.0,,,,,,,,,,0,,,,,False,,15,2004.0
917301,9173.0,3.0,1.0,1980.0,,,,,,,,,,0,,,,,False,,15,1995.0
917302,9173.0,3.0,2.0,1981.0,,,,,,,,,,0,,,,,False,,15,1996.0
917303,9173.0,3.0,1.0,1982.0,,,,,,,,,,0,,,,,False,,15,1997.0
917401,9174.0,1.0,1.0,1980.0,,,10.0,30.0,2.0,0.0,True,,,0,,,,,True,0.0,15,1995.0
917801,9178.0,3.0,1.0,1982.0,,,,,,,,,,0,,,,,False,,15,1997.0
917802,9178.0,3.0,1.0,1988.0,,,,,,,,,,0,,,,,False,,15,2003.0
917901,9179.0,3.0,2.0,1983.0,,,,,,,,,,0,,,,,False,,15,1998.0
917902,9179.0,3.0,1.0,1984.0,,,,,,,,,,0,,,,,False,,15,1999.0
917903,9179.0,3.0,1.0,1989.0,,,,,,,,,,0,,,,,False,,15,2004.0
918001,9180.0,2.0,1.0,1976.0,,,12.0,34.0,8.0,3.0,True,3.0,1994;1996;2000,1,20.0,,20.0,1996,True,0.0,15,1991.0
918002,9180.0,2.0,1.0,1979.0,,,11.0,27.0,4.0,2.0,True,2.0,1994;1996,0,,,,,True,0.0,15,1994.0
918003,9180.0,2.0,1.0,1980.0,,,18.0,30.0,4.0,2.0,True,2.0,1998;2000,2,18.0,20.0,20.0,1998;2000,True,1.0,15,1995.0
918004,9180.0,2.0,1.0,1984.0,,,18.0,28.0,5.0,3.0,True,3.0,2002;2006;2008,0,,,,,True,0.0,15,1999.0
918005,9180.0,2.0,2.0,1986.0,,,18.0,26.0,4.0,3.0,True,3.0,2004;2006;2008,0,,,,,True,0.0,15,2001.0
918201,9182.0,2.0,2.0,1979.0,,,11.0,33.0,9.0,5.0,True,5.0,1994;1996;2000;2002;2004,1,15.0,,15.0,1994,True,0.0,15,1994.0
918202,9182.0,2.0,2.0,1980.0,,,10.0,28.0,6.0,3.0,True,3.0,1996;2002;2004,0,,,,,True,0.0,15,1995.0
918203,9182.0,2.0,2.0,1984.0,,,18.0,24.0,4.0,4.0,False,4.0,2002;2004;2006;2008,0,,,,,False,,15,1999.0
918301,9183.0,2.0,1.0,1979.0,,,11.0,33.0,10.0,6.0,True,6.0,1994;1996;1998;2000;2002;2004,1,23.0,,23.0,2002,True,0.0,15,1994.0
918302,9183.0,2.0,2.0,1985.0,,,15.0,27.0,7.0,6.0,True,6.0,2000;2002;2004;2006;2008;2010,0,,,,,True,0.0,15,2000.0
918303,9183.0,2.0,1.0,1985.0,,,15.0,27.0,7.0,6.0,True,6.0,2000;2002;2004;2006;2008;2010,0,,,,,True,0.0,15,2000.0
918501,9185.0,3.0,2.0,1978.0,,,10.0,10.0,1.0,0.0,False,,,0,,,,,False,,15,1993.0
919201,9192.0,2.0,2.0,1977.0,,,11.0,33.0,11.0,5.0,True,5.0,1994;1996;1998;2000;2002,0,,,,,True,0.0,15,1992.0
919202,9192.0,2.0,2.0,1989.0,,,15.0,23.0,5.0,5.0,False,5.0,2004;2006;2008;2010;2012,0,,,,,False,,15,2004.0
919301,9193.0,2.0,1.0,1999.0,,,15.0,17.0,2.0,2.0,False,2.0,2014;2016,2,15.0,17.0,17.0,2014;2016,False,,15,2014.0
919501,9195.0,2.0,2.0,1982.0,,,16.0,30.0,8.0,5.0,True,5.0,1998;2000;2002;2004;2006,0,,,,,True,0.0,15,1997.0
919901,9199.0,2.0,1.0,1998.0,,,16.0,16.0,1.0,1.0,False,1.0,2014,0,,,,,False,,15,2013.0
919902,9199.0,2.0,2.0,2000.0,,,16.0,16.0,1.0,1.0,False,1.0,2016,0,,,,,False,,15,2015.0
920101,9201.0,2.0,2.0,1976.0,,,12.0,34.0,10.0,3.0,True,3.0,1994;1996;2000,0,,,,,True,0.0,15,1991.0
920102,9201.0,2.0,2.0,1977.0,,,11.0,33.0,10.0,4.0,True,4.0,1994;1996;2000;2002,0,,,,,True,0.0,15,1992.0
920201,9202.0,2.0,1.0,1976.0,,,,,,,,,,0,,,,,False,,15,1991.0
920501,9205.0,2.0,1.0,1981.0,,,15.0,29.0,6.0,4.0,True,4.0,1996;1998;2000;2006,0,,,,,True,0.0,15,1996.0
920502,9205.0,2.0,1.0,1984.0,,,18.0,28.0,6.0,4.0,True,4.0,2002;2004;2006;2008,0,,,,,True,0.0,15,1999.0
920503,9205.0,2.0,2.0,1993.0,,,15.0,19.0,3.0,3.0,False,3.0,2008;2010;2012,0,,,,,False,,15,2008.0
920601,9206.0,2.0,1.0,1983.0,,,15.0,29.0,8.0,6.0,True,6.0,1998;2000;2002;2004;2006;2008,0,,,,,True,0.0,15,1998.0
920602,9206.0,2.0,1.0,1985.0,,,15.0,27.0,7.0,6.0,True,6.0,2000;2002;2004;2006;2008;2010,1,15.0,,15.0,2000,True,0.0,15,2000.0
920801,9208.0,3.0,2.0,1974.0,,,14.0,14.0,1.0,0.0,False,,,0,,,,,False,,15,1989.0
921401,9214.0,1.0,2.0,1982.0,,,16.0,30.0,7.0,4.0,True,4.0,1998;2002;2004;2006,0,,,,,True,0.0,15,1997.0
921402,9214.0,1.0,2.0,1983.0,,,15.0,29.0,7.0,5.0,True,5.0,1998;2002;2004;2006;2008,1,15.0,,15.0,1998,True,0.0,15,1998.0
921403,9214.0,1.0,2.0,1985.0,,,17.0,27.0,6.0,5.0,True,5.0,2002;2004;2006;2008;2010,0,,,,,True,0.0,15,2000.0
921404,9214.0,1.0,2.0,1986.0,,,16.0,26.0,6.0,5.0,True,5.0,2002;2004;2006;2008;2010,1,16.0,,16.0,2002,True,0.0,15,2001.0
921901,9219.0,2.0,1.0,2000.0,,,16.0,16.0,1.0,1.0,False,1.0,2016,0,,,,,False,,15,2015.0
922001,9220.0,1.0,2.0,1974.0,,,16.0,38.0,6.0,2.0,True,2.0,1990;1994,0,,,,,True,0.0,15,1989.0
922002,9220.0,1.0,2.0,1978.0,,,12.0,34.0,7.0,3.0,True,3.0,1994;2000;2002,1,16.0,,16.0,1994,True,0.0,15,1993.0
922101,9221.0,1.0,1.0,1991.0,,,19.0,21.0,2.0,2.0,False,2.0,2010;2012,0,,,,,False,,15,2006.0
